dataset,proc_id_1,node_id_1,proc_id_2,node_id_2,node_label_1,node_label_2,paired,gold_paired
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2683,83,2696,"acceptance revoke rejection bad","accepted letter applicant invite",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2683,83,2697,"acceptance revoke rejection bad","rejected unacceptable reject deny",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2683,83,2709,"acceptance revoke rejection bad","send letter of rejection letter rejected accepted",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2684,83,2690,"send letter of rejection repulse paper document","send documents by post email document letter",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2684,83,2694,"send letter of rejection repulse paper document","send letter of acceptance send letter rejection acceptance",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2684,83,2697,"send letter of rejection repulse paper document","rejected unacceptable reject deny",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2684,83,2706,"send letter of rejection repulse paper document","documents received mail papers destination",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2684,83,2707,"send letter of rejection repulse paper document","check documents documents information application",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2684,83,2709,"send letter of rejection repulse paper document","send letter of rejection letter rejected accepted",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2667,84,2716,"apply online send papers provide","add certificate of bachelor degree revoke rejection bad",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2667,84,2718,"apply online send papers provide","german language translate german",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2667,84,2722,"apply online send papers provide","add certificate of german language application certificate form",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2667,84,2730,"apply online send papers provide","complete application finish success fulfill",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2667,84,2732,"apply online send papers provide","fill out application form mother tongue nationality process",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2668,84,2720,"send online protocol apply online send protocol","send application request petition requisition",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2669,84,2715,"send documents by post mail papers office","check application complete send receive check application complete valid confirm",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2669,84,2720,"send documents by post mail papers office","send application request petition requisition",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2669,84,2728,"send documents by post mail papers office","rank with other applicants document rank applicants rejection",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2669,84,2729,"send documents by post mail papers office","send acceptance send email accept",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2669,84,2731,"send documents by post mail papers office","send rejection denial document process",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2670,84,2719,"documents received send online protocol documents","receive application job interview apply",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2671,84,2710,"check documents send documents post check evaluate","complete and in time timely completion deadline",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2671,84,2715,"check documents send documents post check evaluate","check application complete send receive check application complete valid confirm",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2671,84,2717,"check documents send documents post check evaluate","check application in time hours minutes seconds",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2671,84,2728,"check documents send documents post check evaluate","rank with other applicants document rank applicants rejection",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2671,84,2729,"check documents send documents post check evaluate","send acceptance send email accept",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2671,84,2731,"check documents send documents post check evaluate","send rejection denial document process",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2672,84,2711,"evaluate validate confirm address","hand application over to examining board executive board verification",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2672,84,2712,"evaluate validate confirm address","check if bachelor is sufficient degree establish confirm",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2672,84,2713,"evaluate validate confirm address","set additional requirements hand application examining board",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2672,84,2714,"evaluate validate confirm address","check if bachelors grade within top % eligible screening interview",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2672,84,2715,"evaluate validate confirm address","check application complete send receive check application complete valid confirm",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2673,84,2725,"invite to an aptitude test invitation test failure","invite for talk interview invitation background check",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2674,84,2715,"keep in the applicant pool confirm establish country","check application complete send receive check application complete valid confirm",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2675,84,2726,"take aptitude test confirm establish country","talk to applicant conversation entrance evaluation",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2675,84,2727,"take aptitude test confirm establish country","document evaluation applicant test",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2676,84,2728,"rank students according to gpa and the test results confirm establish country","rank with other applicants document rank applicants rejection",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2683,84,2716,"acceptance revoke rejection bad","add certificate of bachelor degree revoke rejection bad",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2683,84,2721,"acceptance revoke rejection bad","receive rejection reject accept fail",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2683,84,2723,"acceptance revoke rejection bad","receive acceptance send acceptance rejection receive immatriculate",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2683,84,2724,"acceptance revoke rejection bad","immatriculate processed registrar enroll",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2683,84,2729,"acceptance revoke rejection bad","send acceptance send email accept",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2684,84,2715,"send letter of rejection repulse paper document","check application complete send receive check application complete valid confirm",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2684,84,2721,"send letter of rejection repulse paper document","receive rejection reject accept fail",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2684,84,2723,"send letter of rejection repulse paper document","receive acceptance send acceptance rejection receive immatriculate",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2684,84,2728,"send letter of rejection repulse paper document","rank with other applicants document rank applicants rejection",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2684,84,2729,"send letter of rejection repulse paper document","send acceptance send email accept",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,82,2684,84,2731,"send letter of rejection repulse paper document","send rejection denial document process",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2688,89,2895,"sufficient cp in mathematics sufficient take oral exam evaluate","bridging courses > cp progress grade rhumb",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2690,89,2884,"send documents by post email document letter","documents received exhibit paper taken",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2690,89,2885,"send documents by post email document letter","send documents by post documentation postal mail docs",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2690,89,2889,"send documents by post email document letter","send letter of rejection send rejection acceptance rejected",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2690,89,2898,"send documents by post email document letter","forward documents move ahead papers",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2690,89,2899,"send documents by post email document letter","documents received passing merit evaluation process",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2691,89,2886,"apply online confirm establish country","apply online revoke rejection bad",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2692,89,2888,"provisional acceptance confirmed applicant accepted evaluation","send letter of acceptance letter send accept",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2692,89,2889,"provisional acceptance confirmed applicant accepted evaluation","send letter of rejection send rejection acceptance rejected",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2694,89,2888,"send letter of acceptance send letter rejection acceptance","send letter of acceptance letter send accept",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2694,89,2889,"send letter of acceptance send letter rejection acceptance","send letter of rejection send rejection acceptance rejected",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2694,89,2893,"send letter of acceptance send letter rejection acceptance","rejected revoke rejection bad",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2695,89,2887,"send letter of provisional acceptance process result degree","evaluate verification process result",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2695,89,2888,"send letter of provisional acceptance process result degree","send letter of acceptance letter send accept",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2696,89,2883,"accepted letter applicant invite","rejected denial negation negative",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2697,89,2889,"rejected unacceptable reject deny","send letter of rejection send rejection acceptance rejected",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2697,89,2893,"rejected unacceptable reject deny","rejected revoke rejection bad",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2699,89,2894,"wait for bachelors certificate documents accepted degrees","check bachelors degree apply send documents confirm graduation degree",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2700,89,2894,"certificate received send certificate email","check bachelors degree apply send documents confirm graduation degree",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2701,89,2887,"send bachelors certificate process evaluation result","evaluate verification process result",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2701,89,2894,"send bachelors certificate process evaluation result","check bachelors degree apply send documents confirm graduation degree",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2702,89,2894,"certificate received email send certificate","check bachelors degree apply send documents confirm graduation degree",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2703,89,2894,"check certificate certification recommendation validation","check bachelors degree apply send documents confirm graduation degree",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2704,89,2896,"less than cp in mathematics math exam school","bridging courses < cp advance path bridge",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2705,89,2891,"take oral exam revoke rejection bad","conduct interview interviewer nominee talk",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2705,89,2892,"take oral exam revoke rejection bad","go to interview job interview participation work",false,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2705,89,2893,"take oral exam revoke rejection bad","rejected revoke rejection bad",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2706,89,2884,"documents received mail papers destination","documents received exhibit paper taken",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2706,89,2885,"documents received mail papers destination","send documents by post documentation postal mail docs",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2706,89,2894,"documents received mail papers destination","check bachelors degree apply send documents confirm graduation degree",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2706,89,2898,"documents received mail papers destination","forward documents move ahead papers",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2706,89,2899,"documents received mail papers destination","documents received passing merit evaluation process",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2707,89,2884,"check documents documents information application","documents received exhibit paper taken",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2707,89,2885,"check documents documents information application","send documents by post documentation postal mail docs",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2707,89,2894,"check documents documents information application","check bachelors degree apply send documents confirm graduation degree",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2707,89,2897,"check documents documents information application","check documents validate confirm verify",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2707,89,2898,"check documents documents information application","forward documents move ahead papers",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2707,89,2899,"check documents documents information application","documents received passing merit evaluation process",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2708,89,2887,"evaluate result marks validate","evaluate verification process result",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2709,89,2888,"send letter of rejection letter rejected accepted","send letter of acceptance letter send accept",true,false
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2709,89,2889,"send letter of rejection letter rejected accepted","send letter of rejection send rejection acceptance rejected",true,true
UA_Union_GoldAll_Clean_1_Keywords_Default_NoStem,83,2709,89,2893,"send letter of rejection letter rejected accepted","rejected revoke rejection bad",true,false
