dataset,proc_id_1,node_id_1,proc_id_2,node_id_2,node_label_1,node_label_2,paired,gold_paired
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2696,89,2893,"accepted letter applicant invite ffdfh yrryry yyryryr send of rejection acceptance rejected accepted","rejected revoke rejection bad confirm result procedure dhksjhgjks jgsjdhgsf gdfjgsduf",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2697,89,2883,"rejected unacceptable reject deny rejected discard send letter of rejection acceptance accepted","rejected denial negation negative rejected reject accept deny disqualify off",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2697,89,2888,"rejected unacceptable reject deny rejected discard send letter of rejection acceptance accepted","send letter of acceptance letter send accept forward note acceptance written neatly legible",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2697,89,2889,"rejected unacceptable reject deny rejected discard send letter of rejection acceptance accepted","send letter of rejection send rejection acceptance rejected dsfsdfsd sdfsdfsd fssdf accept letter reject",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2697,89,2893,"rejected unacceptable reject deny rejected discard send letter of rejection acceptance accepted","rejected revoke rejection bad confirm result procedure dhksjhgjks jgsjdhgsf gdfjgsduf",true,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2698,89,2893,"accepted provisionally confirm establish country process evaluation results preliminary acceptance prior","rejected revoke rejection bad confirm result procedure dhksjhgjks jgsjdhgsf gdfjgsduf",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2699,89,2883,"wait for bachelors certificate documents accepted degrees dfsdfsds sdfggdsg gfgsfdsdgsd send letter of provisional acceptance","rejected denial negation negative rejected reject accept deny disqualify off",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2699,89,2893,"wait for bachelors certificate documents accepted degrees dfsdfsds sdfggdsg gfgsfdsdgsd send letter of provisional acceptance","rejected revoke rejection bad confirm result procedure dhksjhgjks jgsjdhgsf gdfjgsduf",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2699,89,2894,"wait for bachelors certificate documents accepted degrees dfsdfsds sdfggdsg gfgsfdsdgsd send letter of provisional acceptance","check bachelors degree apply send documents confirm graduation degree control check find letter rejection",true,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2700,89,2894,"certificate received send certificate email authentic diploma bagged check verify authenticate","check bachelors degree apply send documents confirm graduation degree control check find letter rejection",false,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2701,89,2894,"send bachelors certificate process evaluation result forward papers degree submit university proof","check bachelors degree apply send documents confirm graduation degree control check find letter rejection",false,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2702,89,2894,"certificate received email send certificate documents acquired confirmed verify establish proof","check bachelors degree apply send documents confirm graduation degree control check find letter rejection",false,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2702,89,2897,"certificate received email send certificate documents acquired confirmed verify establish proof","check documents validate confirm verify papers check documents forward received",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2703,89,2894,"check certificate certification recommendation validation checking documents licence driving confirm","check bachelors degree apply send documents confirm graduation degree control check find letter rejection",true,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2703,89,2897,"check certificate certification recommendation validation checking documents licence driving confirm","check documents validate confirm verify papers check documents forward received",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2704,89,2896,"less than cp in mathematics math exam school rating points subject pay aptitude test","bridging courses < cp advance path bridge dsfsdfs sdfsdfsd bridging check documents forward",false,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2705,89,2891,"take oral exam revoke rejection bad reexamination passing cp result fsdgfstd sdgfjgsdf sdgfhjsgdfs","conduct interview interviewer nominee talk do execute conversational drive ask",false,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2705,89,2892,"take oral exam revoke rejection bad reexamination passing cp result fsdgfstd sdgfjgsdf sdgfhjsgdfs","go to interview job interview participation work arrive questions interviewer pay aptitude test",false,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2706,89,2884,"documents received mail papers destination received receive accept arrive come","documents received exhibit paper taken fsdfsdfsd dsfsdfsd sdfsdfs apply online send documents post received",true,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2706,89,2885,"documents received mail papers destination received receive accept arrive come","send documents by post documentation postal mail docs send forward dispatch apply online documents received",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2706,89,2898,"documents received mail papers destination received receive accept arrive come","forward documents move ahead papers forward send dispatch provide",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2706,89,2899,"documents received mail papers destination received receive accept arrive come","documents received passing merit evaluation process papers arrive come submitted delivered",true,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2707,89,2897,"check documents documents information application examine papers data pay aptitude test","check documents validate confirm verify papers check documents forward received",false,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2708,89,2887,"evaluate result marks validate examine check estimate sufficient take oral exam","evaluate verification process result examine estimate check review scrutinize analyze",true,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2709,89,2883,"send letter of rejection letter rejected accepted rejection reject refusal send","rejected denial negation negative rejected reject accept deny disqualify off",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2709,89,2888,"send letter of rejection letter rejected accepted rejection reject refusal send","send letter of acceptance letter send accept forward note acceptance written neatly legible",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2709,89,2889,"send letter of rejection letter rejected accepted rejection reject refusal send","send letter of rejection send rejection acceptance rejected dsfsdfsd sdfsdfsd fssdf accept letter reject",true,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_NoStem,83,2709,89,2893,"send letter of rejection letter rejected accepted rejection reject refusal send","rejected revoke rejection bad confirm result procedure dhksjhgjks jgsjdhgsf gdfjgsduf",true,false
