_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,a1,a10,a2,a3,a4,a5,a6,a7,a8,a9,are_there_any_reasonable_activity_matches_in_the_two_process_fragments_shown_above,b1,b10,b2,b3,b4,b5,b6,b7,b8,b9,r1,r10,r2,r3,r4,r5,r6,r7,r8,r9,sim1,sim10,sim2,sim3,sim4,sim5,sim6,sim7,sim8,sim9,are_there_any_reasonable_activity_matches_in_the_two_process_fragments_shown_above_gold,fragmenta,fragmentb,processa,processb,urla,urlb
904940177,3/12/2016 22:01:47,false,1920970079,,3/12/2016 22:01:10,false,elite,1.0,36347557,IDN,08,Surabaya,125.164.60.106,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,f2,f4,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f2.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f4.png
904940178,3/12/2016 19:21:44,false,1920884204,,3/12/2016 19:20:27,false,elite,1.0,25411289,HRV,21,Zagreb,31.147.111.88,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,f3,f1,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f3.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f1.png
904940178,3/12/2016 19:29:01,false,1920894972,,3/12/2016 19:27:59,false,neodev,1.0,11060734,BGD,81,Dhaka,103.4.147.18,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,f3,f1,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f3.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f1.png
904940178,3/12/2016 20:13:40,false,1920922392,,3/12/2016 20:12:28,false,clixsense,1.0,31307491,AUT,"","",178.115.129.8,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,f3,f1,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f3.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f1.png
904940179,3/12/2016 18:33:30,false,1920819600,,3/12/2016 18:32:24,false,clixsense,1.0,33361128,IND,16,Bhandup,1.22.222.128,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,f3,f2,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f3.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f2.png
904940179,3/12/2016 18:38:01,false,1920823073,,3/12/2016 18:35:53,false,neodev,1.0,32248046,IND,25,Chennai,163.47.12.142,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,f3,f2,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f3.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f2.png
904940179,3/12/2016 18:38:43,false,1920823657,,3/12/2016 18:32:32,false,elite,1.0,36322980,ROU,23,Iasi,79.118.82.242,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,f3,f2,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f3.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f2.png
904940180,3/12/2016 20:17:57,false,1920923806,,3/12/2016 20:17:05,false,neodev,1.0,19746351,ROU,03,Leordeni,109.96.46.212,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,f3,f3,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f3.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f3.png
904940180,3/12/2016 20:17:58,false,1920923844,,3/12/2016 20:16:39,false,neodev,1.0,28875937,PAK,08,Islamabad,39.46.215.40,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,7,7,7,7,7,7,7,7,7,7,,f3,f3,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f3.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f3.png
904940180,3/12/2016 21:31:46,false,1920957801,,3/12/2016 21:29:02,false,clixsense,1.0,22778480,GRC,35,Athens,79.166.130.247,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,f3,f3,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f3.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f3.png
904940181,3/12/2016 20:30:23,false,1920929157,,3/12/2016 20:28:52,false,clixsense,1.0,36302294,SRB,00,Belgrade,24.135.50.250,send letter of acceptance,None,send letter of rejection,rejected,None,None,None,None,None,None,Yes,send letter of acceptance,None,send letter of rejection,rejected,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,7,,7,7,,,,,,,,f3,f4,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f3.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f4.png
904940181,3/12/2016 20:43:28,false,1920935276,,3/12/2016 20:40:41,false,clixsense,0.8,34450452,ITA,09,Milan,93.49.235.67,send letter of acceptance,None,rejected,send letter of rejection,None,None,None,None,None,None,Yes,send letter of acceptance,None,rejected,send letter of rejection,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,6,,6,6,,,,,,,,f3,f4,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f3.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f4.png
904940181,3/12/2016 20:46:18,false,1920936769,,3/12/2016 20:42:02,false,clixsense,1.0,34010900,VEN,"","",201.210.219.197,send letter of rejection,None,send letter of acceptance,rejected,None,None,None,None,None,None,Yes,send letter of rejection,None,send letter of acceptance,rejected,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,6,,6,6,,,,,,,,f3,f4,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f3.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f4.png
904940182,3/12/2016 21:45:38,false,1920963540,,3/12/2016 21:42:35,false,elite,1.0,36324094,SRB,00,Belgrade,91.185.126.244,send letter of provisional acceptance,None,certificate received,None,None,None,None,None,None,None,Yes,send documents by post,None,documents received,None,None,None,None,None,None,None,A part of B,matches exactly,A part of B,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,2,,5,,,,,,,,,f4,f1,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f4.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f1.png
904940182,3/12/2016 21:54:42,false,1920967262,,3/12/2016 21:52:23,false,elite,1.0,36350388,USA,FL,Fort Myers,76.1.160.19,send letter of provisional acceptance,None,certificate received,None,None,None,None,None,None,None,Yes,send documents by post,None,documents received,None,None,None,None,None,None,None,A part of B,matches exactly,A part of B,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,4,,4,,,,,,,,,f4,f1,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f4.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f1.png
904940182,3/12/2016 22:31:55,false,1920981535,,3/12/2016 22:30:39,false,neodev,1.0,30571937,GRC,35,Athens,79.166.130.247,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,f4,f1,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f4.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f1.png
904940184,3/12/2016 21:42:33,false,1920962446,,3/12/2016 21:39:38,false,elite,1.0,36324094,SRB,00,Belgrade,91.185.126.244,certificate received,None,None,None,None,None,None,None,None,None,Yes,documents received,None,None,None,None,None,None,None,None,None,B part of A,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,5,,,,,,,,,,,f4,f2,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f4.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f2.png
904940184,3/12/2016 21:52:23,false,1920966352,,3/12/2016 21:41:51,false,elite,1.0,36350388,USA,FL,Fort Myers,76.1.160.19,certificate received,None,None,None,None,None,None,None,None,None,Yes,documents received,None,None,None,None,None,None,None,None,None,A part of B,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,4,,,,,,,,,,,f4,f2,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f4.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f2.png
904940184,3/12/2016 21:58:14,false,1920968624,,3/12/2016 21:56:50,false,elite,0.8,35215767,IDN,08,Surabaya,125.164.60.106,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,f4,f2,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f4.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f2.png
904940185,3/12/2016 22:06:46,false,1920972023,,3/12/2016 22:05:11,false,clixsense,1.0,30140011,EGY,01,Mansoura,197.33.82.51,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,f4,f3,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f4.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f3.png
904940185,3/12/2016 22:40:04,false,1920984524,,3/12/2016 22:38:14,false,tremorgames,1.0,17698648,ESP,34,Mieres,85.152.168.70,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,f4,f3,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f4.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f3.png
904940185,3/12/2016 23:50:32,false,1921011655,,3/12/2016 23:41:02,false,clixsense,1.0,18495435,IDN,08,"",112.215.44.171,None,None,None,None,None,None,None,None,None,None,No,send interview invitation,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,,,,,,,,,,,,f4,f3,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f4.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f3.png
904940186,3/12/2016 19:23:35,false,1920887047,,3/12/2016 19:21:46,false,elite,1.0,25411289,HRV,21,Zagreb,31.147.111.88,send letter of provisional acceptance,None,None,None,None,None,None,None,None,None,Yes,send letter of acceptance,None,None,None,None,None,None,None,None,None,A part of B,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,5,,,,,,,,,,,f4,f4,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f4.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f4.png
904940186,3/12/2016 19:33:03,false,1920900691,,3/12/2016 19:29:03,false,neodev,1.0,11060734,BGD,81,Dhaka,103.4.147.18,send letter of provisional acceptance,None,None,None,None,None,None,None,None,None,Yes,send letter of acceptance,None,None,None,None,None,None,None,None,None,A part of B,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,5,,,,,,,,,,,f4,f4,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f4.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f4.png
904940186,3/12/2016 19:56:16,false,1920916200,,3/12/2016 19:53:14,false,neodev,1.0,28584099,VEN,07,Valencia,190.142.11.86,send letter of provisional acceptance,None,None,None,None,None,None,None,None,None,Yes,send letter of acceptance,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,5,,,,,,,,,,,f4,f4,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f4.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f4.png
904940187,3/12/2016 20:19:43,false,1920924492,,3/12/2016 20:18:00,false,neodev,1.0,19746351,ROU,03,Leordeni,109.96.46.212,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,matches exactly,4,4,4,4,4,4,4,4,4,4,,f5,f1,p83,p89,http://galvanic-axle-852.appspot.com/static/taskdesign03/p83-f5.png,http://galvanic-axle-852.appspot.com/static/taskdesign03/p89-f1.png
