_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,how_relevant_do_you_think_process_fragment_b_is_with_respect_to_activity_a,please_explain_the_reasoning_behind_your_choices_optional,select_all_the_activities_from_process_fragment_b_which_you_think_are_similar_to_activity_a,how_relevant_do_you_think_process_fragment_b_is_with_respect_to_activity_a_gold,please_explain_the_reasoning_behind_your_choices_optional_gold,query_node_id,query_node_img,query_node_label,query_process_id,result_group_id,result_group_img,result_group_labels,result_process_id,select_all_the_activities_from_process_fragment_b_which_you_think_are_similar_to_activity_a_gold
1308264900,9/27/2017 18:00:52,2875417646,9/27/2017 18:00:30,false,clixsense,0.8922,34756512,IND,10,Faridabad,160.238.70.230,4,,2699,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,
1308264900,9/27/2017 20:13:27,2875726491,9/27/2017 20:00:42,false,elite,0.7702,43788548,VEN,07,Valencia,186.89.107.28,4,,2695,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,
1308264901,9/27/2017 18:11:36,2875441304,9/27/2017 18:11:02,false,elite,0.7238,43591170,BRA,26,Catanduvas,177.222.144.178,3,,2703,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,
1308264901,9/27/2017 18:11:37,2875441309,9/27/2017 18:10:59,false,neodev,0.7851,43906122,EGY,11,Cairo,45.244.150.215,2,,2700,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,
1308264901,9/27/2017 18:15:17,2875451644,9/27/2017 18:14:59,false,neodev,0.6559,39111551,RUS,54,Omsk,95.189.220.250,1,,NONE,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,
1308264902,9/27/2017 18:02:27,2875421370,9/27/2017 18:02:01,false,neodev,0.8906,40170095,VEN,25,Caracas,200.125.186.89,3,,2689,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,
1308264902,9/27/2017 18:48:58,2875548219,9/27/2017 18:41:22,false,elite,0.7702,43788548,VEN,07,Valencia,186.89.107.28,3,evaluate an average,2687,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,
1308264902,9/27/2017 18:50:39,2875553105,9/27/2017 18:32:18,false,clixsense,0.6111,42150186,UKR,03,Chernivtsi,194.146.139.240,1,,NONE,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,
1308264903,9/27/2017 18:13:41,2875446991,9/27/2017 18:13:04,false,elite,0.7238,43591170,BRA,26,Catanduvas,177.222.144.178,3,,2708,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,
1308264903,9/27/2017 18:14:28,2875449268,9/27/2017 18:13:18,false,neodev,0.6559,39111551,RUS,54,Omsk,95.189.220.250,5,,"2688
2704
2705
2708",,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,
1308264903,9/27/2017 18:16:00,2875453754,9/27/2017 18:13:14,false,elite,0.7036,43241843,VEN,14,Mérida,190.199.133.106,5,,"2705
2708",,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,
1308264904,9/27/2017 18:03:21,2875422950,9/27/2017 18:00:01,false,neodev,1.0,42842035,MDA,60,Balti,37.233.58.94,3,,"2690
2706
2707",,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,
1308264904,9/27/2017 18:33:21,2875509586,9/27/2017 18:31:44,false,clixsense,0.7506,43805853,GRC,35,Athens,79.166.254.245,4,,2707,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,
1308264904,9/27/2017 19:01:08,2875578975,9/27/2017 18:58:38,false,clixsense,0.6931,42219561,UKR,05,Donetsk,195.128.231.133,2,,2691,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,
1308264905,9/27/2017 18:05:58,2875428687,9/27/2017 18:05:40,false,clixsense,0.8501,42126087,GRC,35,Athens,89.210.77.122,4,,2694,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,
1308264905,9/27/2017 18:08:19,2875434064,9/27/2017 18:05:33,false,neodev,0.7507,35527002,VEN,04,Maracay,186.185.185.18,2,,NONE,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,
1308264905,9/27/2017 18:35:50,2875517011,9/27/2017 18:35:33,false,elite,0.7304,43667392,IND,36,Allahabad,47.8.12.112,1,,2697,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,
1308264906,9/27/2017 18:07:58,2875433210,9/27/2017 18:07:29,false,clixsense,0.8658,9370915,IND,16,Mumbai,120.63.6.208,4,,2698,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,
1308264906,9/27/2017 18:08:18,2875434034,9/27/2017 18:07:40,false,neodev,0.7851,43906122,EGY,11,Cairo,45.244.150.215,4,,2700,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,
1308264906,9/27/2017 18:39:05,2875525984,9/27/2017 18:37:41,false,elite,0.766,43644535,IND,28,Kolkata,115.112.75.70,3,,"2695
2700",,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,
1308264907,9/27/2017 18:11:14,2875440317,9/27/2017 18:10:27,false,elite,0.7304,43667392,IND,36,Allahabad,47.8.12.112,2,,NONE,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,
1308264907,9/27/2017 18:11:33,2875441091,9/27/2017 18:09:57,false,clixsense,0.7843,40938867,BRA,06,Fortaleza,177.207.56.137,3,,2703,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,
1308264907,9/27/2017 19:12:16,2875603447,9/27/2017 19:10:29,false,elite,0.7791,43789601,VEN,"","",186.88.54.164,1,,NONE,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,
1308264908,9/27/2017 18:05:37,2875427969,9/27/2017 18:05:16,false,clixsense,0.8501,42126087,GRC,35,Athens,89.210.77.122,4,,2689,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,
1308264908,9/27/2017 18:08:19,2875434087,9/27/2017 18:05:33,false,neodev,0.7507,35527002,VEN,04,Maracay,186.185.185.18,2,,NONE,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,
1308264908,9/27/2017 18:35:50,2875516986,9/27/2017 18:35:33,false,elite,0.7304,43667392,IND,36,Allahabad,47.8.12.112,1,,2689,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,
1308264909,9/27/2017 18:11:36,2875441297,9/27/2017 18:11:02,false,elite,0.7238,43591170,BRA,26,Catanduvas,177.222.144.178,4,,2708,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,
1308264909,9/27/2017 18:11:37,2875441311,9/27/2017 18:10:59,false,neodev,0.7851,43906122,EGY,11,Cairo,45.244.150.215,2,,2705,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,
1308264909,9/27/2017 19:13:59,2875606853,9/27/2017 19:12:40,false,clixsense,0.7333,40507163,FRA,B5,Nantes,88.185.219.186,2,,2688,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,
1308264910,9/27/2017 18:06:58,2875430982,9/27/2017 18:01:39,false,clixsense,0.7843,40938867,BRA,06,Fortaleza,177.207.56.137,3,,2707,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,
1308264910,9/27/2017 19:02:26,2875581867,9/27/2017 19:02:01,false,elite,0.766,43644535,IND,28,Kolkata,115.112.75.70,4,,NONE,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,
1308264910,9/27/2017 19:02:43,2875582377,9/27/2017 19:02:06,false,imerit_india,0.7311,25772685,IND,28,Kolkata,115.112.75.70,4,,NONE,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,
1308264911,9/27/2017 18:08:11,2875433634,9/27/2017 18:07:46,false,neodev,0.8294,43129448,IND,25,Chennai,157.50.23.248,1,,NONE,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,
1308264911,9/27/2017 18:08:29,2875434421,9/27/2017 18:08:01,false,clixsense,0.8658,9370915,IND,16,Mumbai,120.63.6.208,3,,2696,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,
1308264911,9/27/2017 18:12:27,2875443428,9/27/2017 18:07:46,false,neodev,0.7358,38366313,GRC,"","",46.177.145.141,4,,"2696
2709",,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,
1308264912,9/27/2017 18:04:18,2875424975,9/27/2017 18:03:22,false,clixsense,0.8658,9370915,IND,16,Mumbai,120.63.6.208,4,,2698,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,
1308264912,9/27/2017 18:36:04,2875517682,9/27/2017 18:33:25,false,clixsense,0.7506,43805853,GRC,35,Athens,79.166.254.245,3,,2698,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,
1308264912,9/27/2017 18:44:09,2875536364,9/27/2017 18:34:02,false,clixsense,0.7301,41433005,UKR,14,Lugansk,178.158.113.86,3,,2695,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,
