_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,are_the_two_activities_given_above_similar,if_you_think_the_two_activities_are_similar_how_would_you_describe_their_relationship,please_comment_in_which_sense_these_two_activities_are_similar,please_provide_a_rating_of_how_similar_these_two_activities_are,are_the_two_activities_given_above_similar_gold,false,nodeid_a,nodeid_b,nodelabel_a,nodelabel_b,please_comment_in_which_sense_these_two_activities_are_similar_gold,please_provide_a_rating_of_how_similar_these_two_activities_are_gold,processid_a,processid_b
909070828,3/16/2016 13:17:59,false,1924307864,,3/16/2016 13:15:22,false,neodev,0.9231,36806041,BRA,27,Campinas,179.159.15.88,yes,partof_,mathematics results got you rejected,5,,,2704,2883,less than 16 cp in mathematics,rejected,,,83,89
909070828,3/16/2016 13:18:26,false,1924308126,,3/16/2016 13:15:07,false,clixsense,1.0,27122921,PHL,D9,Pinagbuhatan,121.54.54.224,no,partof_,no. it is not similar,1,,,2704,2883,less than 16 cp in mathematics,rejected,,,83,89
909070828,3/16/2016 13:18:39,false,1924308248,,3/16/2016 13:15:31,false,clixsense,0.8462,34982264,PHL,"","",112.198.102.139,no,,too far,1,,,2704,2883,less than 16 cp in mathematics,rejected,,,83,89
909070829,3/16/2016 19:31:06,false,1924603740,,3/16/2016 19:26:50,false,neodev,0.7692,32198929,VEN,04,Maracay,186.185.219.64,no,,The two activities are different,1,,,2704,2889,less than 16 cp in mathematics,send letter of rejection,,,83,89
909070829,3/16/2016 19:57:09,false,1924627028,,3/16/2016 19:55:18,false,zoombucks,0.75,4711962,CAN,ON,Markham,74.15.42.232,no,_partof,na,1,,,2704,2889,less than 16 cp in mathematics,send letter of rejection,,,83,89
909070829,3/16/2016 20:32:43,false,1924656059,,3/16/2016 20:05:13,false,neodev,0.7692,33730797,VEN,23,Maracaibo,190.199.52.95,no,,unrelated,2,,,2704,2889,less than 16 cp in mathematics,send letter of rejection,,,83,89
909070830,3/16/2016 12:46:25,false,1924293908,,3/16/2016 12:45:06,false,elite,1.0,30688710,IDN,"","",112.215.123.53,no,_partof,not same,1,,,2704,2888,less than 16 cp in mathematics,send letter of acceptance,,,83,89
909070830,3/16/2016 12:47:33,false,1924294526,,3/16/2016 12:45:31,false,clixsense,1.0,7648545,HRV,21,Zagreb,161.53.155.11,no,,totally different,1,,,2704,2888,less than 16 cp in mathematics,send letter of acceptance,,,83,89
909070830,3/16/2016 12:55:56,false,1924298093,,3/16/2016 12:45:00,false,elite,1.0,33479167,ITA,16,Florence,93.151.226.229,no,partof_,They are unrelated things.,1,,,2704,2888,less than 16 cp in mathematics,send letter of acceptance,,,83,89
909070831,3/16/2016 12:35:23,false,1924288732,,3/16/2016 12:33:42,false,clixsense,0.8462,34805760,BGR,65,Yambol,130.185.241.118,no,partof_,not similar actions,2,,,2704,2893,less than 16 cp in mathematics,rejected,,,83,89
909070831,3/16/2016 12:35:35,false,1924288833,,3/16/2016 12:34:05,false,elite,1.0,31410280,IDN,04,Jakarta,202.62.17.14,no,_partof,different,1,,,2704,2893,less than 16 cp in mathematics,rejected,,,83,89
909070831,3/16/2016 12:44:58,false,1924292959,,3/16/2016 12:34:22,false,elite,1.0,33479167,ITA,16,Florence,93.151.226.229,no,_partof,They are different things.,1,,,2704,2893,less than 16 cp in mathematics,rejected,,,83,89
909070832,3/16/2016 15:33:49,false,1924378110,,3/16/2016 15:30:59,false,neodev,1.0,13782729,IND,25,"",1.39.61.90,no,partof_,different activities,1,,,2704,2894,less than 16 cp in mathematics,check bachelor's degree,,,83,89
909070832,3/16/2016 15:36:39,false,1924379563,,3/16/2016 15:32:53,false,clixsense,1.0,34010900,VEN,"","",201.210.219.197,no,partof_,NOT SIMILAR,2,,,2704,2894,less than 16 cp in mathematics,check bachelor's degree,,,83,89
909070832,3/16/2016 15:43:40,false,1924383067,,3/16/2016 15:33:25,false,elite,1.0,34723924,SRB,02,Novi Sad,24.135.243.11,no,,not the same thing,2,,,2704,2894,less than 16 cp in mathematics,check bachelor's degree,,,83,89
909070833,3/16/2016 12:54:13,false,1924297149,,3/16/2016 12:51:12,false,clixsense,1.0,35444326,BRA,"","",200.142.3.245,yes,match,"Both activities check for the applicants cp scores, for different subjects.",5,,,2704,2895,less than 16 cp in mathematics,bridging courses > 30 cp,,,83,89
909070833,3/16/2016 13:08:28,false,1924303383,,3/16/2016 12:56:42,false,neodev,1.0,20559745,IDN,04,Jakarta,111.94.189.115,yes,_partof,both involving courses,5,,,2704,2895,less than 16 cp in mathematics,bridging courses > 30 cp,,,83,89
909070833,3/16/2016 13:08:56,false,1924303562,,3/16/2016 12:49:49,false,neodev,1.0,21971187,TTO,08,Valsayn,190.213.132.188,no,partof_,Not similar at all,1,,,2704,2895,less than 16 cp in mathematics,bridging courses > 30 cp,,,83,89
909070834,3/16/2016 14:06:37,false,1924331555,,3/16/2016 14:04:16,false,clixsense,0.9231,34920637,VEN,25,Caracas,200.84.101.254,no,_partof,No,3,,,2704,2891,less than 16 cp in mathematics,conduct interview,,,83,89
909070834,3/16/2016 14:07:03,false,1924331861,,3/16/2016 14:05:06,false,elite,0.8462,34676955,BRA,27,São Paulo,200.142.128.16,no,,not similar,1,,,2704,2891,less than 16 cp in mathematics,conduct interview,,,83,89
909070834,3/16/2016 14:09:47,false,1924333420,,3/16/2016 14:04:36,false,elite,0.8182,36347557,IDN,08,Surabaya,125.164.4.97,no,_partof,ok,2,,,2704,2891,less than 16 cp in mathematics,conduct interview,,,83,89
909070835,3/16/2016 14:26:01,false,1924342909,,3/16/2016 14:23:34,false,neodev,0.7692,31623715,BGR,48,Panagyurishte,95.43.241.85,no,_partof,evaluation,4,,,2704,2897,less than 16 cp in mathematics,check documents,,,83,89
909070835,3/16/2016 14:26:42,false,1924343308,,3/16/2016 14:24:10,false,neodev,1.0,36360111,SRB,00,Sombor,188.2.160.180,no,partof_,Not similar,2,,,2704,2897,less than 16 cp in mathematics,check documents,,,83,89
909070835,3/16/2016 14:28:53,false,1924344634,,3/16/2016 14:25:21,false,elite,1.0,33976149,SRB,00,Belgrade,79.101.234.130,no,,not similar,1,,,2704,2897,less than 16 cp in mathematics,check documents,,,83,89
909070836,3/16/2016 14:08:16,false,1924332560,,3/16/2016 14:07:21,false,clixsense,1.0,7117281,BGD,81,Dhaka,103.231.162.54,no,,"""No""",2,,,2704,2892,less than 16 cp in mathematics,go to interview,,,83,89
909070836,3/16/2016 14:09:06,false,1924333053,,3/16/2016 14:07:39,false,gifthunterclub,1.0,31168578,ESP,29,Madrid,212.169.184.195,no,_partof,not similar at  all,1,,,2704,2892,less than 16 cp in mathematics,go to interview,,,83,89
909070836,3/16/2016 14:40:54,false,1924350960,,3/16/2016 14:38:17,false,neodev,0.9231,28875937,PAK,04,Lahore,119.153.165.104,no,partof_,The are different,1,,,2704,2892,less than 16 cp in mathematics,go to interview,,,83,89
909070837,3/16/2016 16:41:01,false,1924435202,,3/16/2016 16:36:07,false,elite,1.0,34367214,SRB,02,Novi Sad,188.246.56.97,no,,not same,1,,,2704,2890,less than 16 cp in mathematics,send interview invitation,,,83,89
909070837,3/16/2016 17:23:05,false,1924505654,,3/16/2016 17:17:09,false,elite,1.0,31644948,BIH,03,Brcko,31.223.132.174,no,,these two activities are different,1,,,2704,2890,less than 16 cp in mathematics,send interview invitation,,,83,89
909070837,3/16/2016 17:25:23,false,1924507413,,3/16/2016 17:22:05,false,elite,1.0,36873794,MAR,50,Settat,105.157.206.146,no,,two different activities,1,,,2704,2890,less than 16 cp in mathematics,send interview invitation,,,83,89
909070838,3/16/2016 16:08:43,false,1924400934,,3/16/2016 16:06:35,false,elite,0.9231,32838543,TUR,34,Istanbul,88.251.126.141,no,partof_,different,1,,,2704,2898,less than 16 cp in mathematics,forward documents,,,83,89
909070838,3/16/2016 16:09:18,false,1924401154,,3/16/2016 16:07:45,false,neodev,1.0,33294488,VEN,"","",190.73.139.13,no,_partof,not similar,2,,,2704,2898,less than 16 cp in mathematics,forward documents,,,83,89
909070838,3/16/2016 16:10:00,false,1924401539,,3/16/2016 16:07:42,false,clixsense,1.0,17949577,SAU,10,Riyadh,77.31.223.71,no,,different process,1,,,2704,2898,less than 16 cp in mathematics,forward documents,,,83,89
909070839,3/16/2016 13:25:31,false,1924311483,,3/16/2016 13:24:09,false,elite,0.9231,30030223,VNM,20,Ho Chi Minh City,113.173.135.28,no,_partof,different,1,,,2704,2899,less than 16 cp in mathematics,documents received,,,83,89
909070839,3/16/2016 13:26:46,false,1924312055,,3/16/2016 13:24:24,false,elite,1.0,34473616,BIH,"","",91.191.16.138,no,partof_,not similar,3,,,2704,2899,less than 16 cp in mathematics,documents received,,,83,89
909070839,3/16/2016 13:43:23,false,1924318781,,3/16/2016 13:22:10,false,neodev,1.0,30133997,MEX,25,Los Mochis,187.149.216.183,no,_partof,no es lo mismo,4,,,2704,2899,less than 16 cp in mathematics,documents received,,,83,89
909070840,3/16/2016 12:37:14,false,1924289633,,3/16/2016 12:36:15,false,indivillagetest,1.0,35077324,IND,02,"",202.53.75.92,no,_partof,different,2,,,2704,2887,less than 16 cp in mathematics,evaluate,,,83,89
909070840,3/16/2016 12:38:38,false,1924290352,,3/16/2016 12:36:39,false,clixsense,0.9231,20216233,IND,25,Chennai,106.51.1.156,no,,not same,1,,,2704,2887,less than 16 cp in mathematics,evaluate,,,83,89
909070840,3/16/2016 12:39:48,false,1924290847,,3/16/2016 12:37:16,false,elite,1.0,31410280,IDN,04,Jakarta,202.62.17.14,no,_partof,different,1,,,2704,2887,less than 16 cp in mathematics,evaluate,,,83,89
909070841,3/16/2016 16:32:14,false,1924418682,,3/16/2016 16:27:25,false,elite,1.0,34367214,SRB,02,Novi Sad,188.246.56.97,no,,not similar,1,,,2704,2896,less than 16 cp in mathematics,bridging courses < 30 cp,,,83,89
909070841,3/16/2016 16:32:37,false,1924419267,,3/16/2016 16:27:31,false,neodev,1.0,33146134,VEN,07,Valencia,190.206.29.101,yes,match,The first activity is the SAME as the second activity,5,,,2704,2896,less than 16 cp in mathematics,bridging courses < 30 cp,,,83,89
909070841,3/16/2016 16:32:54,false,1924419926,,3/16/2016 16:28:36,false,neodev,0.9231,32788271,IND,37,Bhilai,27.97.229.132,no,,Different meaning,1,,,2704,2896,less than 16 cp in mathematics,bridging courses < 30 cp,,,83,89
909070842,3/16/2016 12:29:36,false,1924286431,,3/16/2016 12:28:25,false,neodev,1.0,29879245,RUS,69,Smolensk,92.241.97.50,no,_partof,qwe,1,,,2704,2886,less than 16 cp in mathematics,apply online,,,83,89
909070842,3/16/2016 12:30:52,false,1924286875,,3/16/2016 12:29:20,false,clixsense,1.0,35814459,GRC,35,Athens,87.203.110.239,no,_partof,Not similar at all,1,,,2704,2886,less than 16 cp in mathematics,apply online,,,83,89
909070842,3/16/2016 12:32:11,false,1924287345,,3/16/2016 12:29:11,false,clixsense,0.7692,19629221,IND,19,Gangavati,117.239.139.113,no,,Different jobs,1,,,2704,2886,less than 16 cp in mathematics,apply online,,,83,89
909070843,3/16/2016 12:33:09,false,1924287745,,3/16/2016 12:31:49,false,clixsense,1.0,16328164,PAK,05,Karachi,39.50.212.246,no,_partof,different,1,,,2704,2885,less than 16 cp in mathematics,send documents by post,,,83,89
909070843,3/16/2016 12:33:41,false,1924287905,,3/16/2016 12:32:13,false,clixsense,0.8462,34805760,BGR,65,Yambol,130.185.241.118,no,partof_,not similar actions,2,,,2704,2885,less than 16 cp in mathematics,send documents by post,,,83,89
909070843,3/16/2016 12:34:58,false,1924288545,,3/16/2016 12:32:14,false,clixsense,0.7692,19629221,IND,19,Gangavati,117.239.139.113,no,,Different jobs,1,,,2704,2885,less than 16 cp in mathematics,send documents by post,,,83,89
909070844,3/16/2016 13:35:20,false,1924315460,,3/16/2016 13:31:59,false,neodev,0.8462,36774369,BGR,51,Plovdiv,95.158.167.33,no,_partof,Not similar at all.,2,,,2709,2884,send letter of rejection,documents received,,,83,89
909070844,3/16/2016 13:36:24,false,1924316126,,3/16/2016 13:34:47,false,gifthunterclub,0.9231,27920569,ESP,60,Burriana,83.45.43.255,no,,Nothing,2,,,2709,2884,send letter of rejection,documents received,,,83,89
909070844,3/16/2016 13:38:59,false,1924317182,,3/16/2016 13:35:20,false,neodev,0.9231,32038080,BIH,01,Zenica,31.176.130.74,no,,differently,2,,,2709,2884,send letter of rejection,documents received,,,83,89
909070845,3/16/2016 17:54:51,false,1924523920,,3/16/2016 17:53:25,false,clixsense,0.75,21665495,CAN,QC,Montréal,24.105.69.70,yes,partof_,could be a step,5,,,2709,2883,send letter of rejection,rejected,,,83,89
909070845,3/16/2016 17:59:07,false,1924526323,,3/16/2016 17:54:58,false,clixsense,1.0,36247787,SRB,00,Priboj,109.122.119.173,yes,partof_,bouth refer to rejection,6,,,2709,2883,send letter of rejection,rejected,,,83,89
909070845,3/16/2016 18:03:59,false,1924529135,,3/16/2016 18:01:48,false,clixsense,1.0,36517353,BIH,01,Lukavac,5.149.74.248,yes,partof_,rejection,6,,,2709,2883,send letter of rejection,rejected,,,83,89
909070846,3/16/2016 17:46:30,false,1924519463,,3/16/2016 17:44:03,false,tremorgames,0.8462,32094942,LVA,23,Rezekne,85.9.252.94,yes,match,Very similar,7,,,2709,2889,send letter of rejection,send letter of rejection,,,83,89
909070846,3/16/2016 17:51:20,false,1924522037,,3/16/2016 17:46:52,false,neodev,1.0,34785676,SRB,00,Belgrade,178.148.150.159,yes,match,The first activity is the SAME as the second activity,7,,,2709,2889,send letter of rejection,send letter of rejection,,,83,89
909070846,3/16/2016 17:54:57,false,1924523980,,3/16/2016 17:50:35,false,clixsense,1.0,36247787,SRB,00,Priboj,109.122.119.173,yes,match,two completely identical action,7,,,2709,2889,send letter of rejection,send letter of rejection,,,83,89
909070847,3/16/2016 15:03:25,false,1924363013,,3/16/2016 15:00:39,false,neodev,1.0,30571937,GRC,35,Athens,79.167.2.75,no,_partof,diff,1,,,2709,2888,send letter of rejection,send letter of acceptance,,,83,89
909070847,3/16/2016 15:07:26,false,1924365060,,3/16/2016 15:04:18,false,elite,1.0,36322980,ROU,23,Iasi,79.118.82.242,yes,partof_,About sending a letter,5,,,2709,2888,send letter of rejection,send letter of acceptance,,,83,89
909070847,3/16/2016 15:23:03,false,1924372720,,3/16/2016 15:12:41,false,neodev,0.7692,33256761,VEN,"","",201.242.189.88,no,partof_,different activity,1,,,2709,2888,send letter of rejection,send letter of acceptance,,,83,89
909070848,3/16/2016 15:03:25,false,1924363009,,3/16/2016 15:00:39,false,neodev,1.0,30571937,GRC,35,Athens,79.167.2.75,yes,partof_,same,6,,,2709,2893,send letter of rejection,rejected,,,83,89
909070848,3/16/2016 15:07:26,false,1924365053,,3/16/2016 15:04:18,false,elite,1.0,36322980,ROU,23,Iasi,79.118.82.242,yes,_partof,About rejection,5,,,2709,2893,send letter of rejection,rejected,,,83,89
909070848,3/16/2016 15:23:03,false,1924372731,,3/16/2016 15:12:41,false,neodev,0.7692,33256761,VEN,"","",201.242.189.88,yes,match,similary world,6,,,2709,2893,send letter of rejection,rejected,,,83,89
909070849,3/16/2016 15:00:38,false,1924361649,,3/16/2016 14:55:04,false,neodev,1.0,30571937,GRC,35,Athens,79.167.2.75,no,_partof,diff,1,,,2709,2894,send letter of rejection,check bachelor's degree,,,83,89
