_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,how_relevant_do_you_think_process_fragment_b_is_with_respect_to_activity_a,please_explain_the_reasoning_behind_your_choices_optional,select_all_the_activities_from_process_fragment_b_which_you_think_are_part_of_activity_a,select_all_the_activities_from_process_fragment_b_which_you_think_are_similar_to_activity_a,select_all_the_activities_from_process_fragment_b_which_you_think_include_activity_a,how_relevant_do_you_think_process_fragment_b_is_with_respect_to_activity_a_gold,please_explain_the_reasoning_behind_your_choices_optional_gold,query_node_id,query_node_img,query_node_label,query_process_id,result_group_id,result_group_img,result_group_labels,result_process_id,select_all_the_activities_from_process_fragment_b_which_you_think_are_part_of_activity_a_gold,select_all_the_activities_from_process_fragment_b_which_you_think_are_similar_to_activity_a_gold,select_all_the_activities_from_process_fragment_b_which_you_think_include_activity_a_gold
1308264193,10/16/2017 18:33:56,2924702820,10/16/2017 18:33:20,false,elite,0.8269,43786254,EGY,"","",156.219.20.33,2,,NONE,NONE,2696,,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,,,
1308264193,10/16/2017 20:38:04,2925074065,10/16/2017 20:36:27,false,clixsense,0.7385,41701371,VEN,25,Caracas,190.36.122.111,4,,2696,2696,2696,,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,,,
1308264194,10/16/2017 18:10:17,2924632250,10/16/2017 18:09:38,false,elite,0.8269,43786254,EGY,"","",156.219.20.33,4,,2698,2699,NONE,,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,,,
1308264194,10/16/2017 18:20:51,2924662560,10/16/2017 18:05:46,false,neodev,0.7733,43650202,EGY,28,Luxor,156.203.98.247,3,,"2699
2700","2698
2699","2695
2698
2700",,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,,,
1308264194,10/16/2017 18:55:32,2924762958,10/16/2017 18:47:42,false,clixsense,0.5767,28009209,TUR,35,Izmir,88.246.255.53,5,,2700,2700,2700,,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,,,
1308264195,10/16/2017 18:07:57,2924625333,10/16/2017 18:07:15,false,neodev,0.8539,43758043,BRA,21,Rio De Janeiro,186.247.1.79,3,,2701,2702,2700,,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,,,
1308264195,10/16/2017 18:37:44,2924713568,10/16/2017 18:37:04,false,tremorgames,0.8189,38795676,FRA,B9,Grézieu-la-varenne,87.89.128.46,3,,2701,2701,2701,,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,,,
1308264195,10/16/2017 18:38:02,2924714204,10/16/2017 18:37:28,false,clixsense,0.7293,32206424,BRA,27,Sao Paulo,187.57.162.43,1,,NONE,NONE,NONE,,,2667,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png,Apply Online,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,,,
1308264196,10/16/2017 18:35:28,2924707135,10/16/2017 18:34:54,false,tremorgames,0.8189,38795676,FRA,B9,Grézieu-la-varenne,87.89.128.46,3,,NONE,NONE,NONE,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,,,
1308264196,10/16/2017 18:38:49,2924716399,10/16/2017 18:36:53,false,elite,0.7111,43923007,VEN,02,Lecheria,190.216.245.70,2,,"2689
2693",2689,"2689
2693",,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,,,
1308264196,10/16/2017 20:13:07,2925008517,10/16/2017 20:10:58,false,clixsense,0.7323,41904763,VEN,25,Caracas,190.36.100.10,2,,2687,2687,2687,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,,,
1308264197,10/16/2017 18:09:11,2924628900,10/16/2017 18:07:27,false,elite,0.8948,43566660,IDN,"","",36.68.176.71,3,,2704,2704,2704,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,,,
1308264197,10/16/2017 18:29:15,2924689200,10/16/2017 18:27:34,false,clixsense,0.7293,32206424,BRA,27,Sao Paulo,187.57.162.43,1,,NONE,NONE,2705,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,,,
1308264197,10/16/2017 19:12:35,2924815546,10/16/2017 18:57:21,false,clixsense,0.7228,40723897,UKR,06,Ivanofrankovsk,46.149.184.20,1,,NONE,NONE,NONE,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,,,
1308264198,10/16/2017 18:06:56,2924622489,10/16/2017 18:01:06,false,neodev,0.8694,40308306,VEN,04,Maracay,201.210.55.196,5,The sending indicates route e-mail online of documentation,"2690
2691
2706
2707","2690
2691
2706
2707","2690
2691
2706
2707",,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,,,
1308264198,10/16/2017 18:41:39,2924723973,10/16/2017 18:40:50,false,neodev,0.7535,43692986,EGY,"","",197.38.78.140,4,,"2691
2706","2690
2706","2690
2707",,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,,,
1308264198,10/17/2017 01:16:10,2925763006,10/17/2017 01:11:48,false,neodev,0.7182,35527002,VEN,25,Caracas,186.185.234.79,3,,"2691
2706",2690,"2690
2707",,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,,,
1308264199,10/16/2017 18:03:43,2924612315,10/16/2017 18:03:12,false,elite,0.9267,43591170,BRA,26,Catanduvas,177.222.144.178,3,,2697,NONE,2697,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,,,
1308264199,10/16/2017 18:34:58,2924705627,10/16/2017 18:33:59,false,clixsense,0.7293,32206424,BRA,27,Sao Paulo,187.57.162.43,3,,2694,2694,2696,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,,,
1308264199,10/16/2017 19:32:47,2924871053,10/16/2017 19:31:26,false,neodev,0.6778,22346229,BGR,61,Varna,46.10.118.216,4,не,2697,2696,2697,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,,,
1308264200,10/16/2017 18:07:43,2924624772,10/16/2017 18:06:48,false,neodev,0.7535,43692986,EGY,"","",197.38.78.140,1,,NONE,2700,2699,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,,,
1308264200,10/16/2017 18:07:47,2924624916,10/16/2017 18:06:44,false,neodev,0.5515,43849644,VEN,25,Caracas,201.243.248.75,5,,"2695
2698
2699
2700","2695
2698
2699
2700","2695
2698
2699
2700",,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,,,
1308264200,10/16/2017 18:37:43,2924713476,10/16/2017 18:37:02,false,elite,0.6654,43847221,VEN,"","",190.78.78.142,3,,NONE,NONE,NONE,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,,,
1308264201,10/16/2017 18:32:40,2924699259,10/16/2017 18:31:40,false,tremorgames,0.8189,38795676,FRA,B9,Grézieu-la-varenne,87.89.128.46,3,,2701,2701,2701,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,,,
1308264201,10/16/2017 19:02:09,2924780727,10/16/2017 19:01:44,false,neodev,0.7546,43721661,EGY,"","",156.215.221.153,1,,2700,2700,2700,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,,,
1308264201,10/16/2017 19:51:06,2924931054,10/16/2017 19:33:03,false,clixsense,0.7385,41701371,VEN,25,Caracas,190.36.122.111,3,,2701,2701,2701,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,,,
1308264202,10/16/2017 18:07:16,2924623327,10/16/2017 18:05:34,false,neodev,0.7208,43615460,EGY,12,Benha,156.214.54.27,4,,2689,2692,2692,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,,,
1308264202,10/16/2017 18:10:43,2924633442,10/16/2017 18:06:57,false,neodev,0.8694,40308306,VEN,04,Maracay,201.210.55.196,3,,"2687
2692
2693","2687
2689
2692","2689
2692
2693",,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,,,
1308264202,10/16/2017 19:39:00,2924888860,10/16/2017 19:35:56,false,instagc,0.693,43729442,MDA,82,Orhei,185.170.186.61,1,different action,NONE,NONE,NONE,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,,,
1308264203,10/16/2017 18:32:40,2924699265,10/16/2017 18:31:40,false,tremorgames,0.8189,38795676,FRA,B9,Grézieu-la-varenne,87.89.128.46,3,,"2705
2708",2708,"2705
2708",,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,,,
1308264203,10/16/2017 19:02:09,2924780732,10/16/2017 19:01:44,false,neodev,0.7546,43721661,EGY,"","",156.215.221.153,1,,2688,2688,2688,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,,,
1308264203,10/16/2017 19:51:06,2924931072,10/16/2017 19:33:03,false,clixsense,0.7385,41701371,VEN,25,Caracas,190.36.122.111,4,,2708,2708,2708,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,,,
1308264204,10/16/2017 18:04:35,2924615644,10/16/2017 18:04:12,false,elite,0.9267,43591170,BRA,26,Catanduvas,177.222.144.178,3,,NONE,2691,2690,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,,,
1308264204,10/16/2017 18:05:29,2924618217,10/16/2017 18:04:10,false,neodev,0.7208,43615460,EGY,12,Benha,156.214.54.27,3,,2706,2707,2707,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,,,
1308264204,10/16/2017 18:35:57,2924708346,10/16/2017 18:34:32,false,elite,0.6654,43847221,VEN,"","",190.78.78.142,3,,NONE,NONE,NONE,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,,,
1308264205,10/16/2017 18:05:03,2924617001,10/16/2017 18:04:36,false,elite,0.9267,43591170,BRA,26,Catanduvas,177.222.144.178,3,,2696,2709,2709,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,,,
1308264205,10/16/2017 18:08:29,2924626865,10/16/2017 18:07:46,false,elite,0.8269,43786254,EGY,"","",156.219.20.33,2,,2697,2696,2697,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,,,
1308264205,10/16/2017 19:42:16,2924898872,10/16/2017 19:37:27,false,elite,0.6988,40176271,FIN,13,Helsinki,217.64.42.250,2,Extremely relevant,NONE,NONE,NONE,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,,,
1308264206,10/16/2017 18:07:55,2924625261,10/16/2017 18:06:26,false,clixsense,0.7974,35142646,PAK,04,Lahore,103.255.5.22,1,,NONE,NONE,NONE,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,,,
1308264206,10/16/2017 18:37:03,2924711565,10/16/2017 18:36:13,false,tremorgames,0.8189,38795676,FRA,B9,Grézieu-la-varenne,87.89.128.46,3,,NONE,NONE,NONE,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,,,
1308264206,10/17/2017 04:17:23,2926238091,10/17/2017 04:04:59,false,clixsense,0.7119,19298085,IND,02,Hyderabad,183.82.226.105,2,Process B is supposed to be before the activity of A,NONE,NONE,NONE,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,,,
1308264207,10/16/2017 18:08:25,2924626654,10/16/2017 18:06:54,false,elite,0.8271,38576771,IND,02,Vijayawada,175.101.68.36,3,,2703,2703,2703,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,,,
1308264207,10/16/2017 18:08:28,2924626787,10/16/2017 18:06:51,false,elite,0.7469,43719755,PHL,B7,Cebu City,49.145.130.45,1,,NONE,NONE,NONE,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,,,
1308264207,10/16/2017 22:45:39,2925389685,10/16/2017 22:44:35,false,neodev,0.5515,43849644,VEN,25,Caracas,201.243.248.75,5,,"2700
2701
2702
2703","2700
2701
2702
2703","2700
2701
2702
2703",,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,,,
1308264208,10/16/2017 18:30:16,2924692126,10/16/2017 18:29:17,false,clixsense,0.7293,32206424,BRA,27,Sao Paulo,187.57.162.43,3,,2692,2692,2689,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,,,
1308264208,10/16/2017 18:30:34,2924693194,10/16/2017 18:30:02,false,clixsense,0.7601,42487337,EGY,17,Assiut,41.238.73.200,2,,2689,2692,2692,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,,,
1308264208,10/16/2017 19:01:25,2924778405,10/16/2017 18:59:49,false,clixsense,0.7974,35142646,PAK,04,Lahore,103.255.5.22,1,,NONE,NONE,NONE,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,,,
1308264209,10/16/2017 18:01:43,2924605055,10/16/2017 18:01:06,false,neodev,0.7208,43615460,EGY,12,Benha,156.214.54.27,3,,2704,2688,2688,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,,,
1308264209,10/16/2017 18:03:47,2924612672,10/16/2017 18:01:08,false,neodev,0.6,11257883,CAN,AB,Edmonton,64.85.32.137,2,,2708,2708,2708,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,,,
1308264209,10/16/2017 19:02:20,2924781233,10/16/2017 19:01:21,false,clixsense,0.7044,42126087,GRC,"","",141.255.102.23,3,,2705,2708,2704,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,,,
1308264210,10/16/2017 18:10:19,2924632329,10/16/2017 18:02:17,false,neodev,1.0,43731372,EGY,17,Assiut,41.238.87.93,4,,2690,2691,2706,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,,,
1308264210,10/16/2017 18:24:30,2924674024,10/16/2017 18:22:35,false,neodev,0.7733,43650202,EGY,28,Luxor,156.203.98.247,3,,2706,2707,2706,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,,,
1308264210,10/16/2017 18:30:16,2924692148,10/16/2017 18:29:06,false,neodev,0.7926,37164650,MKD,41,Skopje,92.53.46.189,3,/,2706,2691,2706,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,,,
1308264211,10/16/2017 18:08:25,2924626659,10/16/2017 18:06:54,false,elite,0.8271,38576771,IND,02,Vijayawada,175.101.68.36,1,,NONE,NONE,NONE,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,,,
