_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,how_relevant_do_you_think_the_process_fragment_is_with_respect_to_the_query,please_explain_the_reasoning_behind_your_choices_optional,select_all_the_activities_from_the_process_fragment_which_you_think_are_relevant_to_the_query,how_relevant_do_you_think_the_process_fragment_is_with_respect_to_the_query_gold,please_explain_the_reasoning_behind_your_choices_optional_gold,query_node_id,query_node_img,query_node_label,query_process_id,result_group_id,result_group_img,result_group_labels,result_process_id,select_all_the_activities_from_the_process_fragment_which_you_think_are_relevant_to_the_query_gold
1367887791,9/5/2017 18:46:58,2808677978,9/5/2017 18:46:38,false,elite,0.8604,43280528,IND,13,Thrissur,59.97.201.238,2,,"2688
2705",,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,
1367887791,9/5/2017 18:47:20,2808678912,9/5/2017 18:46:36,false,clixsense,0.7241,41994429,IDN,04,Jakarta,36.70.245.22,1,,NONE,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,
1367887792,9/5/2017 18:39:45,2808660218,9/5/2017 18:36:04,false,gifthunterclub,0.8292,42693607,USA,NY,New York,107.182.226.251,3,,"2690
2706",,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,
1367887792,9/5/2017 18:47:52,2808680173,9/5/2017 18:45:15,false,neodev,0.8029,22346229,BGR,61,Varna,46.10.118.216,1,not,NONE,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,
1367887792,9/5/2017 20:13:25,2808893344,9/5/2017 19:51:19,false,clixsense,0.7643,43698541,UKR,24,Lutsk,37.53.199.3,1,,NONE,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,
1367887794,9/5/2017 19:15:27,2808761265,9/5/2017 19:14:18,false,clixsense,0.7546,18490425,SRB,00,Belgrade,178.221.185.237,1,none,NONE,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,
1367887794,9/5/2017 19:15:38,2808761800,9/5/2017 19:14:26,false,elite,0.7283,43687394,VEN,25,Caracas,201.211.41.222,4,,2694,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,
1367887794,9/5/2017 19:51:22,2808847121,9/5/2017 19:44:33,false,elite,0.6667,43806036,VEN,13,Barquisimeto,186.88.55.249,1,,NONE,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,
1367887795,9/5/2017 18:46:15,2808676057,9/5/2017 18:45:57,false,neodev,0.7944,38366779,RUS,10,Bryansk,95.29.61.212,5,,"2695
2699",,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,
1367887795,9/5/2017 18:46:27,2808676547,9/5/2017 18:45:54,false,neodev,0.7277,43348248,CRI,01,Grecia,186.176.228.248,1,,NONE,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,
1367887795,9/5/2017 19:16:57,2808765947,9/5/2017 19:16:10,false,neodev,0.7287,43758043,BRA,21,Petropolis,179.199.61.67,2,,2699,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,
1367887796,9/5/2017 18:42:38,2808667171,9/5/2017 18:42:04,false,neodev,0.8788,39111551,RUS,54,Omsk,95.189.253.147,1,,NONE,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,
1367887796,9/5/2017 18:42:51,2808667753,9/5/2017 18:41:53,false,elite,0.7753,43731513,VEN,04,Maracay,190.77.112.170,1,,2701,,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,
1367887796,9/5/2017 18:42:56,2808667934,9/5/2017 18:41:52,false,clixsense,0.7241,41994429,IDN,04,Jakarta,36.70.245.22,5,,"2700
2701
2702
2703",,,2668,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2668.png,Send Online Protocol,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,
1367887797,9/5/2017 18:40:19,2808661726,9/5/2017 18:39:29,false,clixsense,0.7831,34756512,IND,10,Faridabad,43.239.152.98,2,,"2687
2689",,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,
1367887797,9/5/2017 18:40:31,2808662261,9/5/2017 18:39:26,false,neodev,0.8808,43038487,ESP,51,Morón De La Frontera,85.55.179.69,4,,"2687
2692",,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,
1367887797,9/5/2017 18:40:33,2808662330,9/5/2017 18:39:27,false,elite,0.7753,43731513,VEN,04,Maracay,190.77.112.170,3,,"2687
2689",,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,
1367887798,9/5/2017 18:40:52,2808663041,9/5/2017 18:40:32,false,neodev,0.8808,43038487,ESP,51,Morón De La Frontera,85.55.179.69,3,,2704,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,
1367887798,9/5/2017 18:41:52,2808665259,9/5/2017 18:40:35,false,elite,0.7753,43731513,VEN,04,Maracay,190.77.112.170,4,,"2688
2704
2705",,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,
1367887798,9/5/2017 18:44:36,2808671841,9/5/2017 18:43:54,false,clixsense,0.7428,36378875,IND,34,Patna,47.29.69.65,5,,"2688
2704
2705
2708",,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,
1367887799,9/5/2017 18:38:33,2808657605,9/5/2017 18:36:31,false,neodev,1.0,39137808,VEN,"","",190.79.27.242,5,,"2690
2691
2706
2707",,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,
1367887799,9/5/2017 19:22:30,2808780828,9/5/2017 19:13:38,false,neodev,0.675,32513179,SRB,00,Smederevo,82.208.240.98,2,,2707,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,
1367887799,9/5/2017 19:54:10,2808852782,9/5/2017 19:47:04,false,elite,0.7534,43563855,RUS,56,Orël,95.107.90.220,4,,2707,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,
1367887800,9/5/2017 18:46:58,2808677964,9/5/2017 18:46:28,false,neodev,0.7277,43348248,CRI,01,Grecia,186.176.228.248,1,,NONE,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,
1367887800,9/5/2017 18:47:09,2808678455,9/5/2017 18:46:30,false,clixsense,0.7428,36378875,IND,34,Patna,47.29.69.65,5,,"2694
2696
2697
2709",,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,
1367887800,9/5/2017 19:17:33,2808767527,9/5/2017 19:16:43,false,elite,0.7283,43687394,VEN,25,Caracas,201.211.41.222,4,,2709,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,
1367887801,9/5/2017 19:11:12,2808748436,9/5/2017 19:10:49,false,clixsense,0.7551,37224976,POL,"","",31.0.121.177,4,,"2698
2699",,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,
1367887801,9/5/2017 19:12:53,2808753670,9/5/2017 19:11:30,false,clixsense,0.7546,18490425,SRB,00,Belgrade,178.221.185.237,1,none,NONE,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,
1367887801,9/5/2017 19:43:48,2808831147,9/5/2017 19:42:22,false,neodev,0.7,43144381,PHL,37,"",110.54.219.190,5,,"2695
2698
2699
2700",,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,
1367887802,9/5/2017 18:41:03,2808663451,9/5/2017 18:36:20,false,neodev,0.7578,42842035,MDA,60,Balti,37.233.58.94,3,,2702,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,
1367887802,9/5/2017 18:42:56,2808667929,9/5/2017 18:41:52,false,clixsense,0.7241,41994429,IDN,04,Jakarta,36.70.245.22,5,,"2700
2701
2702
2703",,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,
1367887802,9/5/2017 19:54:10,2808852779,9/5/2017 19:47:04,false,elite,0.7534,43563855,RUS,56,Orël,95.107.90.220,4,,2703,,,2672,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2672.png,Evaluate,82,"2700
2701
2702
2703",https://i.imgur.com/0bOIDEl.png,"certificate received
send bachelor's certificate
certificate received
check certificate",83,
1367887803,9/5/2017 18:40:16,2808661569,9/5/2017 18:36:29,false,clixsense,0.7428,36378875,IND,34,Patna,47.29.69.65,4,,"2687
2689
2692
2693",,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,
1367887803,9/5/2017 19:14:09,2808757276,9/5/2017 19:13:46,false,clixsense,0.7551,37224976,POL,"","",31.0.121.177,3,,"2689
2692",,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,
1367887803,9/5/2017 20:16:39,2808900324,9/5/2017 20:16:19,false,neodev,0.736,43683426,EGY,06,Alexandria,197.195.166.192,4,,"2687
2689
2692",,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2687
2689
2692
2693",https://i.imgur.com/mMx14CQ.png,"average grade is good or better
average grade is less than good
provisional acceptance confirmed
provisional acceptance cancelled",83,
1367887804,9/5/2017 18:46:36,2808677079,9/5/2017 18:46:11,false,elite,0.8604,43280528,IND,13,Thrissur,59.97.201.238,2,,"2688
2708",,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,
1367887804,9/5/2017 19:16:57,2808765949,9/5/2017 19:16:10,false,neodev,0.7287,43758043,BRA,21,Petropolis,179.199.61.67,1,,2688,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,
1367887804,9/5/2017 20:25:40,2808920474,9/5/2017 20:18:49,false,elite,0.7534,43563855,RUS,56,Orël,95.107.90.220,1,,NONE,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2688
2704
2705
2708",https://i.imgur.com/HLcVtRu.png,"sufficient cp in mathematics
less than 16 cp in mathematics
take oral exam
evaluate",83,
1367887805,9/5/2017 18:45:05,2808673081,9/5/2017 18:44:30,false,elite,0.8604,43280528,IND,13,Thrissur,59.97.201.238,3,,2706,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,
1367887805,9/5/2017 18:51:39,2808690894,9/5/2017 18:44:47,false,clixsense,0.7734,41128700,TUR,34,Istanbul,78.180.165.158,1,,NONE,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,
1367887805,9/5/2017 18:54:40,2808699317,9/5/2017 18:44:49,false,clixsense,0.7486,37556864,ARG,"","",181.92.244.153,2,,2707,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2690
2691
2706
2707",https://i.imgur.com/cy9q2Cq.png,"send documents by post
apply online
documents received
check documents",83,
1367887806,9/5/2017 18:39:27,2808659449,9/5/2017 18:38:14,false,clixsense,0.7831,34756512,IND,10,Faridabad,43.239.152.98,5,,"2696
2697",,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,
1367887806,9/5/2017 18:40:05,2808660947,9/5/2017 18:39:19,false,neodev,0.8788,39111551,RUS,54,Omsk,95.189.253.147,3,,"2694
2696",,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,
1367887806,9/5/2017 18:56:55,2808706170,9/5/2017 18:39:51,false,neodev,0.76,42407373,VEN,07,Valencia,181.208.6.16,5,,2696,,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2694
2696
2697
2709",https://i.imgur.com/KGuw0WU.png,"send letter of acceptance
accepted
rejected
send letter of rejection",83,
1367887807,9/5/2017 19:14:25,2808758195,9/5/2017 19:13:26,false,neodev,0.8088,11014811,GBR,G6,Hull,5.198.34.32,4,,"2695
2698
2699
2700",,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,
1367887807,9/5/2017 19:44:08,2808831934,9/5/2017 19:43:35,false,neodev,0.7472,42939982,EGY,11,Cairo,197.133.9.42,3,,"2695
2699",,,2683,http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2683.png,Acceptance,82,"2695
2698
2699
2700",https://i.imgur.com/0F7w4YA.png,"send letter of provisional acceptance
accepted provisionally
wait for bachelor's certificate
certificate received",83,
