_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,are_the_two_activities_highlighted_in_red_similar,how_similar_do_you_think_are_the_two_highlighted_activities,if_you_think_the_two_activities_are_similar_how_would_you_describe_their_relationship,please_comment_in_which_sense_these_two_activities_are_similar,orig__created_at,orig__unit_id,_updated_at,are_the_two_activities_highlighted_in_red_similar_gold,are_the_two_activities_highlighted_in_red_similar_gold_reason,false,false_reason,how_similar_do_you_think_are_the_two_highlighted_activities_gold,img_a,img_b,nodeid_a,nodeid_b,nodelabel_a,nodelabel_b,processid_a,processid_b
908136740,3/16/2016 05:11:18,false,1924053941,,3/16/2016 04:59:41,false,indivillagetest,0.9231,35597791,IND,02,"",202.53.75.92,no,2,_partof,different,3/7/2016 20:25:03,901143244,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2888.png,2707,2888,check documents,send letter of acceptance,83,89
908136740,3/16/2016 05:19:37,false,1924057931,,3/16/2016 05:12:52,false,indivillagetest,0.9231,34098122,IND,02,"",202.53.75.92,no,2,_partof,Different,3/7/2016 20:25:03,901143244,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2888.png,2707,2888,check documents,send letter of acceptance,83,89
908136741,3/16/2016 09:49:20,false,1924198853,,3/16/2016 09:46:17,false,clixsense,0.9231,16328164,PAK,05,Karachi,182.178.0.185,no,1,_partof,different,3/7/2016 20:25:03,901143245,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2893.png,2707,2893,check documents,rejected,83,89
908136741,3/16/2016 09:53:32,false,1924201139,,3/16/2016 09:51:03,false,elite,0.9231,32838543,TUR,34,Istanbul,88.251.126.141,no,1,partof_,no,3/7/2016 20:25:03,901143245,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2893.png,2707,2893,check documents,rejected,83,89
908136741,3/16/2016 10:07:23,false,1924208674,,3/16/2016 09:45:43,false,clixsense,0.9231,27647732,IDN,07,Malangjiwan,180.246.195.121,no,1,partof_,"A processed first, then processed B",3/7/2016 20:25:03,901143245,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2893.png,2707,2893,check documents,rejected,83,89
908136742,3/16/2016 14:38:18,false,1924349612,,3/16/2016 14:36:39,false,neodev,1.0,34745840,VNM,20,Ho Chi Minh City,123.20.16.123,yes,6,match,identical,3/7/2016 20:25:03,901143246,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2894.png,2707,2894,check documents,check bachelor's degree,83,89
908136742,3/16/2016 14:39:09,false,1924350048,,3/16/2016 14:34:54,false,neodev,1.0,24341069,GRC,13,Thessaloníki,79.103.184.155,yes,6,_partof,BOTH ACTIVITIES ARE THE SAME EVEN THOUGH THE SECOND ONE IS PART OF THE FIRST.,3/7/2016 20:25:03,901143246,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2894.png,2707,2894,check documents,check bachelor's degree,83,89
908136742,3/16/2016 14:41:08,false,1924351044,,3/16/2016 14:37:10,false,clixsense,1.0,34007947,IDN,08,Surabaya,114.120.234.160,yes,6,match,same words,3/7/2016 20:25:03,901143246,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2894.png,2707,2894,check documents,check bachelor's degree,83,89
908136743,3/16/2016 05:04:52,false,1924050764,,3/16/2016 05:03:08,false,indivillagetest,0.7692,35077511,IND,02,"",202.53.75.92,no,2,_partof,different,3/7/2016 20:25:03,901143247,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2895.png,2707,2895,check documents,bridging courses > 30 cp,83,89
908136743,3/16/2016 05:10:04,false,1924053315,,3/16/2016 05:05:27,false,indivillagetest,1.0,35597743,IND,02,"",202.53.75.92,no,1,_partof,Different,3/7/2016 20:25:03,901143247,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2895.png,2707,2895,check documents,bridging courses > 30 cp,83,89
908136743,3/16/2016 05:10:56,false,1924053773,,3/16/2016 05:03:10,false,neodev,0.9231,30133997,MEX,25,Los Mochis,187.149.216.183,no,4,partof_,creo que primero a y luego B,3/7/2016 20:25:03,901143247,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2895.png,2707,2895,check documents,bridging courses > 30 cp,83,89
908136744,3/16/2016 05:26:14,false,1924060965,,3/16/2016 05:24:30,false,indivillagetest,1.0,35598777,IND,02,"",202.53.75.92,no,1,partof_,yes,3/7/2016 20:25:03,901143248,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2891.png,2707,2891,check documents,conduct interview,83,89
908136744,3/16/2016 05:32:58,false,1924063838,,3/16/2016 05:21:11,false,indivillagetest,1.0,33700340,IND,02,"",202.53.75.92,no,2,_partof,different,3/7/2016 20:25:03,901143248,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2891.png,2707,2891,check documents,conduct interview,83,89
908136744,3/16/2016 05:34:35,false,1924064588,,3/16/2016 05:23:42,false,indivillagetest,1.0,35679318,IND,02,"",202.53.75.92,no,2,_partof,different,3/7/2016 20:25:03,901143248,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2891.png,2707,2891,check documents,conduct interview,83,89
908136745,3/16/2016 05:05:33,false,1924051162,,3/16/2016 05:02:29,false,indivillagetest,0.9231,34393447,IND,02,"",202.53.75.92,yes,2,_partof,different,3/7/2016 20:25:03,901143249,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2897.png,2707,2897,check documents,check documents,83,89
908136745,3/16/2016 05:08:48,false,1924052633,,3/16/2016 05:03:06,false,clixsense,1.0,34010900,VEN,"","",201.210.219.197,yes,7,match,CHECK DOCUMENTS IS IN THE TWO ACTIVITIES...IS SAME,3/7/2016 20:25:03,901143249,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2897.png,2707,2897,check documents,check documents,83,89
908136745,3/16/2016 05:19:20,false,1924057763,,3/16/2016 05:02:25,false,indivillagetest,0.9231,34392145,IND,02,"",202.53.75.92,yes,6,match,same,3/7/2016 20:25:03,901143249,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2897.png,2707,2897,check documents,check documents,83,89
908136746,3/16/2016 14:38:18,false,1924349614,,3/16/2016 14:36:39,false,neodev,1.0,34745840,VNM,20,Ho Chi Minh City,123.20.16.123,no,1,_partof,not identical,3/7/2016 20:25:03,901143250,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2892.png,2707,2892,check documents,go to interview,83,89
908136746,3/16/2016 14:39:09,false,1924350056,,3/16/2016 14:34:54,false,neodev,1.0,24341069,GRC,13,Thessaloníki,79.103.184.155,no,1,_partof,THE TWO ACTIVITIES HAVE NOTHING IN COMMON.,3/7/2016 20:25:03,901143250,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2892.png,2707,2892,check documents,go to interview,83,89
908136746,3/16/2016 14:41:08,false,1924351041,,3/16/2016 14:37:10,false,clixsense,1.0,34007947,IDN,08,Surabaya,114.120.234.160,no,2,partof_,not same,3/7/2016 20:25:03,901143250,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2892.png,2707,2892,check documents,go to interview,83,89
908136747,3/16/2016 13:52:44,false,1924323569,,3/16/2016 13:50:44,false,clixsense,1.0,34827464,VEN,25,Caracas,190.36.211.119,no,1,match,no similar,3/7/2016 20:25:03,901143251,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2890.png,2707,2890,check documents,send interview invitation,83,89
908136747,3/16/2016 13:53:03,false,1924323759,,3/16/2016 13:51:47,false,elite,0.9231,30688710,IDN,"","",112.215.124.114,no,1,_partof,not same,3/7/2016 20:25:03,901143251,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2890.png,2707,2890,check documents,send interview invitation,83,89
908136747,3/16/2016 14:25:51,false,1924342790,,3/16/2016 14:22:54,false,neodev,1.0,34443633,BGD,81,Dhaka,119.30.45.155,no,2,_partof,not similiar,3/7/2016 20:25:03,901143251,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2890.png,2707,2890,check documents,send interview invitation,83,89
908136748,3/16/2016 05:08:32,false,1924052485,,3/16/2016 05:06:25,false,indivillagetest,0.7692,35077511,IND,02,"",202.53.75.92,no,2,_partof,different,3/7/2016 20:25:03,901143252,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2898.png,2707,2898,check documents,forward documents,83,89
908136748,3/16/2016 05:09:49,false,1924053134,,3/16/2016 05:06:27,false,indivillagetest,0.9231,34418157,IND,02,"",202.53.75.92,no,2,_partof,Different,3/7/2016 20:25:03,901143252,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2898.png,2707,2898,check documents,forward documents,83,89
908136748,3/16/2016 05:42:32,false,1924068111,,3/16/2016 05:38:36,false,neodev,0.7692,30157165,EGY,"","",105.196.4.50,no,2,partof_,I think A is a pr-estep for B,3/7/2016 20:25:03,901143252,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2898.png,2707,2898,check documents,forward documents,83,89
908136749,3/16/2016 03:53:29,false,1924013117,,3/16/2016 03:51:35,false,elite,1.0,34869747,IND,19,Bangalore,117.192.169.145,no,4,partof_,s,3/7/2016 20:25:03,901143253,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2899.png,2707,2899,check documents,documents received,83,89
908136749,3/16/2016 04:27:05,false,1924030730,,3/16/2016 04:23:44,false,neodev,1.0,33699696,IDN,30,Bandung,150.107.244.244,no,3,_partof,Not similar,3/7/2016 20:25:03,901143253,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2899.png,2707,2899,check documents,documents received,83,89
908136749,3/16/2016 04:48:07,false,1924041829,,3/16/2016 04:45:16,false,neodev,0.8462,22168449,VEN,"","",190.204.207.168,yes,6,partof_,They are the same,3/7/2016 20:25:03,901143253,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2899.png,2707,2899,check documents,documents received,83,89
908136750,3/16/2016 09:41:28,false,1924194680,,3/16/2016 09:38:35,false,indivillagetest,0.9231,35597774,IND,02,"",202.53.75.92,no,2,partof_,different,3/7/2016 20:25:03,901143254,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2887.png,2707,2887,check documents,evaluate,83,89
908136750,3/16/2016 09:42:10,false,1924195027,,3/16/2016 09:38:25,false,indivillagetest,1.0,35597718,IND,02,"",202.53.75.92,no,2,_partof,different,3/7/2016 20:25:03,901143254,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2887.png,2707,2887,check documents,evaluate,83,89
908136750,3/16/2016 09:45:42,false,1924196936,,3/16/2016 09:36:22,false,clixsense,0.9231,27647732,IDN,07,Malangjiwan,180.246.195.121,yes,7,match,peform same act,3/7/2016 20:25:03,901143254,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2887.png,2707,2887,check documents,evaluate,83,89
908136751,3/16/2016 09:37:48,false,1924193081,,3/16/2016 09:33:54,false,neodev,0.9231,11481352,ESP,56,Barcelona,2.139.253.4,no,2,_partof,diferent activities,3/7/2016 20:25:03,901143255,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2896.png,2707,2896,check documents,bridging courses < 30 cp,83,89
908136751,3/16/2016 09:38:22,false,1924193342,,3/16/2016 09:35:39,false,indivillagetest,0.9231,35597774,IND,02,"",202.53.75.92,no,2,match,different,3/7/2016 20:25:03,901143255,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2896.png,2707,2896,check documents,bridging courses < 30 cp,83,89
908136751,3/16/2016 09:40:23,false,1924194240,,3/16/2016 09:35:58,false,clixsense,1.0,31802651,IND,19,Bangalore,106.51.240.55,no,4,_partof,B PART OF A,3/7/2016 20:25:03,901143255,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2896.png,2707,2896,check documents,bridging courses < 30 cp,83,89
908136752,3/16/2016 12:22:42,false,1924283727,,3/16/2016 12:14:11,false,neodev,1.0,21971187,TTO,08,Valsayn,190.213.132.188,no,1,partof_,They're not similar,3/7/2016 20:25:03,901143256,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2886.png,2707,2886,check documents,apply online,83,89
908136752,3/16/2016 12:29:16,false,1924286354,,3/16/2016 12:25:31,false,tremorgames,1.0,31381662,PRT,04,Braga,2.82.145.55,no,2,partof_,They are not,3/7/2016 20:25:03,901143256,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2886.png,2707,2886,check documents,apply online,83,89
908136752,3/16/2016 12:35:21,false,1924288717,,3/16/2016 12:20:22,false,neodev,0.8462,33425823,VEN,"","",190.75.155.174,no,3,partof_,good similar,3/7/2016 20:25:03,901143256,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2886.png,2707,2886,check documents,apply online,83,89
908136753,3/15/2016 19:25:21,false,1923525161,,3/15/2016 19:20:06,false,neodev,1.0,36774369,BGR,51,Plovdiv,95.158.167.33,yes,4,_partof,Identical meaning and context.,3/7/2016 20:25:03,901143257,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2885.png,2707,2885,check documents,send documents by post,83,89
908136753,3/15/2016 21:00:56,false,1923662384,,3/15/2016 20:57:14,false,tremorgames,1.0,17775430,ESP,29,Madrid,151.182.68.205,no,3,_partof,not similar,3/7/2016 20:25:03,901143257,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2885.png,2707,2885,check documents,send documents by post,83,89
908136753,3/15/2016 22:17:42,false,1923760052,,3/15/2016 22:07:37,false,neodev,0.9231,33385081,VEN,20,San Cristóbal,190.206.141.112,no,1,partof_,it's totally different,3/7/2016 20:25:03,901143257,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2885.png,2707,2885,check documents,send documents by post,83,89
908136754,3/16/2016 14:31:06,false,1924345830,,3/16/2016 14:28:27,false,neodev,0.7692,12383470,IND,"","",14.96.117.7,no,1,_partof,not similar,3/7/2016 20:25:03,901143258,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2884.png,2704,2884,less than 16 cp in mathematics,documents received,83,89
908136754,3/16/2016 14:34:23,false,1924347417,,3/16/2016 14:29:26,false,clixsense,1.0,34982264,PHL,F2,Quezon City,112.198.83.203,no,2,partof_,too far,3/7/2016 20:25:03,901143258,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2884.png,2704,2884,less than 16 cp in mathematics,documents received,83,89
908136754,3/16/2016 14:34:37,false,1924347549,,3/16/2016 14:30:42,false,clixsense,0.7273,30140011,EGY,01,Mansoura,197.33.65.42,no,1,_partof,Not similar at all,3/7/2016 20:25:03,901143258,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2884.png,2704,2884,less than 16 cp in mathematics,documents received,83,89
908136755,3/16/2016 05:43:46,false,1924068656,,3/16/2016 05:42:07,false,clixsense,1.0,31027621,IND,16,Pune,122.15.197.236,no,2,_partof,not similar,3/7/2016 20:25:03,901143259,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2883.png,2704,2883,less than 16 cp in mathematics,rejected,83,89
908136755,3/16/2016 05:48:32,false,1924070933,,3/16/2016 05:45:35,false,neodev,0.7692,30157165,EGY,"","",105.196.4.50,no,1,_partof,I think B is a pre-step for A,3/7/2016 20:25:03,901143259,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2883.png,2704,2883,less than 16 cp in mathematics,rejected,83,89
908136755,3/16/2016 06:16:45,false,1924085038,,3/16/2016 06:12:59,false,indivillagetest,0.8462,32948446,IND,02,"",202.53.75.92,no,2,_partof,Different,3/7/2016 20:25:03,901143259,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2883.png,2704,2883,less than 16 cp in mathematics,rejected,83,89
908136756,3/15/2016 19:15:41,false,1923517246,,3/15/2016 19:10:20,false,elite,1.0,33479167,ITA,16,Florence,93.151.226.229,no,1,match,They are unrelated things.,3/7/2016 20:25:03,901143260,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2889.png,2704,2889,less than 16 cp in mathematics,send letter of rejection,83,89
908136756,3/15/2016 19:20:04,false,1923520522,,3/15/2016 19:15:23,false,neodev,1.0,36774369,BGR,51,Plovdiv,95.158.167.33,no,2,_partof,Not similar at all.,3/7/2016 20:25:03,901143260,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2889.png,2704,2889,less than 16 cp in mathematics,send letter of rejection,83,89
908136756,3/15/2016 20:53:28,false,1923649400,,3/15/2016 20:46:53,false,tremorgames,1.0,17775430,ESP,29,Madrid,151.182.68.205,no,2,partof_,one activity could be the trigger for the other.,3/7/2016 20:25:03,901143260,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2889.png,2704,2889,less than 16 cp in mathematics,send letter of rejection,83,89
908136757,3/16/2016 09:24:34,false,1924185678,,3/16/2016 09:22:13,false,neodev,1.0,31322860,SRB,00,Nis,109.245.62.14,no,2,partof_,they aren't similar,3/7/2016 20:25:03,901143261,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2888.png,2704,2888,less than 16 cp in mathematics,send letter of acceptance,83,89
908136757,3/16/2016 09:24:44,false,1924185824,,3/16/2016 09:22:49,false,neodev,0.8462,32193964,MKD,"","",79.126.242.186,no,2,_partof,not,3/7/2016 20:25:03,901143261,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2888.png,2704,2888,less than 16 cp in mathematics,send letter of acceptance,83,89
908136757,3/16/2016 09:28:41,false,1924187773,,3/16/2016 09:22:15,false,indivillagetest,1.0,33573033,IND,02,"",202.53.75.92,no,2,_partof,different,3/7/2016 20:25:03,901143261,3/7/2016 20:25:03,,,,,,http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png,http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2888.png,2704,2888,less than 16 cp in mathematics,send letter of acceptance,83,89
