processId_A;nodeId_A;nodeLabel_A;processId_B;nodeId_B;nodeLabel_B;img_A;img_B
83;2704;less than 16 cp in mathematics;89;2891;conduct interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2891.png
83;2704;less than 16 cp in mathematics;89;2897;check documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2897.png
83;2704;less than 16 cp in mathematics;89;2892;go to interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2892.png
83;2704;less than 16 cp in mathematics;89;2890;send interview invitation;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2890.png
83;2704;less than 16 cp in mathematics;89;2898;forward documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2898.png
83;2704;less than 16 cp in mathematics;89;2899;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2899.png
83;2704;less than 16 cp in mathematics;89;2887;evaluate;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2887.png
83;2704;less than 16 cp in mathematics;89;2896;bridging courses < 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2896.png
83;2704;less than 16 cp in mathematics;89;2886;apply online;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2886.png
83;2704;less than 16 cp in mathematics;89;2885;send documents by post;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2885.png
83;2709;send letter of rejection;89;2884;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2709.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2884.png
83;2709;send letter of rejection;89;2883;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2709.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2883.png
83;2709;send letter of rejection;89;2889;send letter of rejection;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2709.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2889.png
83;2709;send letter of rejection;89;2888;send letter of acceptance;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2709.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2888.png
83;2709;send letter of rejection;89;2893;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2709.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2893.png
83;2709;send letter of rejection;89;2894;check bachelor's degree;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2709.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2894.png
83;2709;send letter of rejection;89;2895;bridging courses > 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2709.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2895.png
83;2709;send letter of rejection;89;2891;conduct interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2709.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2891.png
83;2709;send letter of rejection;89;2897;check documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2709.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2897.png
83;2709;send letter of rejection;89;2892;go to interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2709.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2892.png
83;2709;send letter of rejection;89;2890;send interview invitation;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2709.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2890.png
83;2709;send letter of rejection;89;2898;forward documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2709.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2898.png
83;2709;send letter of rejection;89;2899;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2709.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2899.png
83;2709;send letter of rejection;89;2887;evaluate;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2709.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2887.png
83;2709;send letter of rejection;89;2896;bridging courses < 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2709.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2896.png
83;2709;send letter of rejection;89;2886;apply online;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2709.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2886.png
83;2709;send letter of rejection;89;2885;send documents by post;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2709.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2885.png
83;2688;sufficient cp in mathematics;89;2884;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2688.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2884.png
83;2688;sufficient cp in mathematics;89;2883;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2688.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2883.png
83;2688;sufficient cp in mathematics;89;2889;send letter of rejection;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2688.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2889.png
83;2688;sufficient cp in mathematics;89;2888;send letter of acceptance;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2688.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2888.png
83;2688;sufficient cp in mathematics;89;2893;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2688.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2893.png
83;2688;sufficient cp in mathematics;89;2894;check bachelor's degree;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2688.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2894.png
83;2688;sufficient cp in mathematics;89;2895;bridging courses > 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2688.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2895.png
83;2688;sufficient cp in mathematics;89;2891;conduct interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2688.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2891.png
83;2688;sufficient cp in mathematics;89;2897;check documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2688.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2897.png
83;2688;sufficient cp in mathematics;89;2892;go to interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2688.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2892.png
83;2688;sufficient cp in mathematics;89;2890;send interview invitation;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2688.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2890.png
83;2688;sufficient cp in mathematics;89;2898;forward documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2688.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2898.png
83;2688;sufficient cp in mathematics;89;2899;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2688.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2899.png
83;2688;sufficient cp in mathematics;89;2887;evaluate;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2688.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2887.png
83;2688;sufficient cp in mathematics;89;2896;bridging courses < 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2688.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2896.png
83;2688;sufficient cp in mathematics;89;2886;apply online;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2688.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2886.png
83;2688;sufficient cp in mathematics;89;2885;send documents by post;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2688.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2885.png
83;2705;take oral exam;89;2884;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2705.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2884.png
83;2705;take oral exam;89;2883;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2705.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2883.png
83;2705;take oral exam;89;2889;send letter of rejection;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2705.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2889.png
83;2705;take oral exam;89;2888;send letter of acceptance;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2705.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2888.png
83;2705;take oral exam;89;2893;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2705.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2893.png
83;2705;take oral exam;89;2894;check bachelor's degree;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2705.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2894.png
83;2705;take oral exam;89;2895;bridging courses > 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2705.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2895.png
83;2705;take oral exam;89;2891;conduct interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2705.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2891.png
83;2705;take oral exam;89;2897;check documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2705.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2897.png
83;2705;take oral exam;89;2892;go to interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2705.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2892.png
83;2705;take oral exam;89;2890;send interview invitation;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2705.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2890.png
83;2705;take oral exam;89;2898;forward documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2705.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2898.png
83;2705;take oral exam;89;2899;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2705.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2899.png
83;2705;take oral exam;89;2887;evaluate;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2705.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2887.png
83;2705;take oral exam;89;2896;bridging courses < 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2705.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2896.png
83;2705;take oral exam;89;2886;apply online;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2705.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2886.png
83;2705;take oral exam;89;2885;send documents by post;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2705.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2885.png
83;2708;evaluate;89;2884;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2708.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2884.png
83;2708;evaluate;89;2883;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2708.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2883.png
83;2708;evaluate;89;2889;send letter of rejection;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2708.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2889.png
83;2708;evaluate;89;2888;send letter of acceptance;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2708.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2888.png
83;2708;evaluate;89;2893;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2708.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2893.png
83;2708;evaluate;89;2894;check bachelor's degree;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2708.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2894.png
83;2708;evaluate;89;2895;bridging courses > 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2708.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2895.png
83;2708;evaluate;89;2891;conduct interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2708.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2891.png
83;2708;evaluate;89;2897;check documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2708.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2897.png
83;2708;evaluate;89;2892;go to interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2708.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2892.png
83;2708;evaluate;89;2890;send interview invitation;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2708.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2890.png
83;2708;evaluate;89;2898;forward documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2708.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2898.png
83;2708;evaluate;89;2899;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2708.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2899.png
83;2708;evaluate;89;2887;evaluate;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2708.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2887.png
83;2708;evaluate;89;2896;bridging courses < 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2708.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2896.png
83;2708;evaluate;89;2886;apply online;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2708.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2886.png
83;2708;evaluate;89;2885;send documents by post;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2708.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2885.png
83;2699;wait for bachelor's certificate;89;2884;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2699.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2884.png
83;2699;wait for bachelor's certificate;89;2883;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2699.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2883.png
83;2699;wait for bachelor's certificate;89;2889;send letter of rejection;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2699.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2889.png
83;2699;wait for bachelor's certificate;89;2888;send letter of acceptance;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2699.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2888.png
83;2699;wait for bachelor's certificate;89;2893;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2699.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2893.png
83;2699;wait for bachelor's certificate;89;2894;check bachelor's degree;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2699.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2894.png
83;2699;wait for bachelor's certificate;89;2895;bridging courses > 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2699.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2895.png
83;2699;wait for bachelor's certificate;89;2891;conduct interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2699.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2891.png
83;2699;wait for bachelor's certificate;89;2897;check documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2699.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2897.png
83;2699;wait for bachelor's certificate;89;2892;go to interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2699.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2892.png
83;2699;wait for bachelor's certificate;89;2890;send interview invitation;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2699.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2890.png
83;2699;wait for bachelor's certificate;89;2898;forward documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2699.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2898.png
83;2699;wait for bachelor's certificate;89;2899;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2699.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2899.png
83;2699;wait for bachelor's certificate;89;2887;evaluate;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2699.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2887.png
83;2699;wait for bachelor's certificate;89;2896;bridging courses < 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2699.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2896.png
83;2699;wait for bachelor's certificate;89;2886;apply online;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2699.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2886.png
83;2699;wait for bachelor's certificate;89;2885;send documents by post;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2699.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2885.png
83;2701;send bachelor's certificate;89;2884;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2701.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2884.png
83;2701;send bachelor's certificate;89;2883;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2701.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2883.png
83;2701;send bachelor's certificate;89;2889;send letter of rejection;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2701.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2889.png
83;2701;send bachelor's certificate;89;2888;send letter of acceptance;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2701.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2888.png
83;2701;send bachelor's certificate;89;2893;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2701.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2893.png
83;2701;send bachelor's certificate;89;2894;check bachelor's degree;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2701.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2894.png
83;2701;send bachelor's certificate;89;2895;bridging courses > 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2701.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2895.png
83;2701;send bachelor's certificate;89;2891;conduct interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2701.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2891.png
83;2701;send bachelor's certificate;89;2897;check documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2701.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2897.png
83;2701;send bachelor's certificate;89;2892;go to interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2701.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2892.png
83;2701;send bachelor's certificate;89;2890;send interview invitation;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2701.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2890.png
83;2701;send bachelor's certificate;89;2898;forward documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2701.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2898.png
83;2701;send bachelor's certificate;89;2899;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2701.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2899.png
83;2701;send bachelor's certificate;89;2887;evaluate;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2701.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2887.png
83;2701;send bachelor's certificate;89;2896;bridging courses < 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2701.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2896.png
83;2701;send bachelor's certificate;89;2886;apply online;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2701.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2886.png
83;2701;send bachelor's certificate;89;2885;send documents by post;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2701.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2885.png
83;2695;send letter of provisional acceptance;89;2884;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2695.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2884.png
83;2695;send letter of provisional acceptance;89;2883;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2695.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2883.png
83;2695;send letter of provisional acceptance;89;2889;send letter of rejection;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2695.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2889.png
83;2695;send letter of provisional acceptance;89;2888;send letter of acceptance;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2695.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2888.png
83;2695;send letter of provisional acceptance;89;2893;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2695.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2893.png
83;2695;send letter of provisional acceptance;89;2894;check bachelor's degree;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2695.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2894.png
83;2695;send letter of provisional acceptance;89;2895;bridging courses > 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2695.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2895.png
83;2695;send letter of provisional acceptance;89;2891;conduct interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2695.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2891.png
83;2695;send letter of provisional acceptance;89;2897;check documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2695.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2897.png
83;2695;send letter of provisional acceptance;89;2892;go to interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2695.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2892.png
83;2695;send letter of provisional acceptance;89;2890;send interview invitation;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2695.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2890.png
83;2695;send letter of provisional acceptance;89;2898;forward documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2695.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2898.png
